index,cui,en,en_id,isa,same_as,Usagi_en,Usagi_match_score
3684,C0299247,"Receptors, Serotonin, 5-HT4",en_3684,None,None,Serotonin 5-HT4 receptor agonist (Usagi match score=0.717903674),0.717903674
3685,C0299250,Cytokine Inducible SH2-Containing Protein,en_3685,None,None,CISH (cytokine inducible SH2 containing protein) gene variant measurement (Usagi match score=1),1
3686,C0299456,ran-binding protein 2,en_3686,isa Molecular Chaperones,None,Actin-binding protein (Usagi match score=0.836860657),0.836860657
3687,C0299544,Interferon Regulatory Factor 4,en_3687,isa TRANSCRIPTION FACTOR,None,interferon regulatory factor 4 nucleotide sequence (Usagi match score=0.68316251),0.68316251
3688,C0299583,Leptin,en_3688,None,None,leptin (Usagi match score=1),1
3689,C0301363,5-Trimethoxyamphetamine,en_3689,None,None,p-hydroxyamphetamine (Usagi match score=0.612751544),0.612751544
3690,C0301521,Therapeutic vaccine,en_3690,None,None,Therapeutic (Usagi match score=0.732269108),0.732269108
3691,C0301630,Reduction (chemical),en_3691,isa Biochemical Reaction,None,Reduction (chemical) (Usagi match score=1),1
3692,C0301647,Strand breaks,en_3692,None,None,Strand breaks (Usagi match score=1),1
3693,C0301817,Hormone precursor,en_3693,None,None,Hormone precursor (Usagi match score=1),1
3694,C0301818,Steroid hormone,en_3694,None,None,Steroid hormone measurement (Usagi match score=0.848038375),0.848038375
3695,C0301821,Hypothalamic inhibiting factor,en_3695,None,None,Hypothalamic inhibiting factor (Usagi match score=1),1
3696,C0301872,Immune response,en_3696,None,None,Immune response (Usagi match score=1),1
3697,C0301875,Primary immune response,en_3697,isa Immune response,None,Primary immune response (Usagi match score=1),1
3698,C0301896,Cell-Mediated Cytolysis,en_3698,None,None,Immune cytolysis (Usagi match score=1),1
3699,C0301944,Graft acceptance,en_3699,None,None,Graft acceptance (Usagi match score=1),1
3700,C0302113,Fragility,en_3700,None,None,Fragility (Usagi match score=1),1
3701,C0302142,Deformity,en_3701,None,None,Deformity (Usagi match score=1),1
3702,C0302148,Blood Clot,en_3702,None,None,Blood clot (Usagi match score=1),1
3703,C0302158,Leucocytic infiltrate,en_3703,None,None,Chronic lymphocytic inflammation (Usagi match score=0.769687474),0.769687474
3704,C0302167,Cap formation,en_3704,None,None,Cusp formations (Usagi match score=0.680505157),0.680505157
3705,C0302186,"Visit, by telephone",en_3705,None,None,Telephone (Usagi match score=0.617301702),0.617301702
3706,C0302189,Cell Therapy,en_3706,None,None,Therapy (Usagi match score=0.780502439),0.780502439
3707,C0302559,Cochlear implant procedure,en_3707,None,None,Cochlear Implant Procedure (Usagi match score=1),1
3708,C0302583,Iron,en_3708,None,None,iron (Usagi match score=1),1
3709,C0302600,Angiogenesis,en_3709,isa(infered) Vascular function,None,Angiogenesis (Usagi match score=1),1
3710,C0302809,Hepatitis fulminant,en_3710,None,None,Fulminant hepatitis (Usagi match score=0.840445757),0.840445757
3711,C0302822,Couples Therapy,en_3711,None,None,Couple therapy for depression (Usagi match score=0.644580543),0.644580543
3712,C0302833,School nurse,en_3712,None,None,School Nurse (Usagi match score=1),1
3713,C0302837,Vitamin supplementation,en_3713,None,None,Vitamin supplement (Usagi match score=0.927490056),0.927490056
3714,C0302912,Radicals (chemistry),en_3714,None,None,Bile chemistry (Usagi match score=0.42680639),0.42680639
3715,C0302920,Molecular oxygen,en_3715,None,None,Molecular oxygen (Usagi match score=1),1
3716,C0303231,Lead compound,en_3716,isa Lead,None,Lead compound (Usagi match score=1),1
3717,C0304119,Thyme oil,en_3717,None,None,Thyme oil (Usagi match score=1),1
3718,C0304227,Prescription drug,en_3718,None,None,Prescription drugs (Usagi match score=0.912747502),0.912747502
3719,C0304229,Experimental drug,en_3719,None,None,Experimental device (Usagi match score=0.756602108),0.756602108
3720,C0304370,Phenothiazine derivative,en_3720,None,None,Phenothiazine and phenothiazine derivative (Usagi match score=0.921479583),0.921479583
3721,C0304402,Stimulant,en_3721,None,None,Stimulants (Usagi match score=0.886397123),0.886397123
3722,C0304403,Psychostimulant,en_3722,None,None,Psychostimulant dependence (Usagi match score=0.792946756),0.792946756
3723,C0304497,Cytotoxic agent,en_3723,None,None,Cytotoxic (Usagi match score=0.836339951),0.836339951
3724,C0304518,Aglycone,en_3724,None,None,Glycol (Usagi match score=0.707136214),0.707136214
3725,C0304604,Topical form corticosteroids,en_3725,None,None,Allergy to corticosteroid and corticosteroid derivative (Usagi match score=0.606474102),0.606474102
3726,C0305065,Polyvalent pneumococcal vaccine,en_3726,None,None,Pneumococcal vaccine (Usagi match score=0.752372324),0.752372324
3727,C0306643,Listerine Antiseptic,en_3727,None,None,Septicine (Usagi match score=0.59277904),0.59277904
3728,C0308779,DELIVER,en_3728,None,None,Delivery (Usagi match score=0.898594439),0.898594439
3729,C0309049,FAVOR,en_3729,None,None,Favorite color (Usagi match score=0.782250106),0.782250106
3730,C0311376,"[X]Zoonotic bacterial disease, unspecified",en_3730,None,None,Bacterial vaginosis (Usagi match score=0.325159639),0.325159639
3731,C0312359,phenylpyruvate tautomerase,en_3731,None,None,Phenylpyruvate (Usagi match score=0.835970104),0.835970104
3732,C0312586,Polyclonal antibody,en_3732,None,None,Polyclonal antibody (Usagi match score=1),1
3733,C0312594,T cell antibody,en_3733,None,None,T cell antibody (Usagi match score=1),1
3734,C0312737,Immunologic cell,en_3734,None,None,Immunologic cell (Usagi match score=1),1
3735,C0312743,Complement component,en_3735,None,None,C2 (complement C2) gene variant measurement (Usagi match score=0.948998034),0.948998034
3736,C0312833,Neutrophil production,en_3736,None,None,Neutrophil production (Usagi match score=1),1
3737,C0312860,"Neutrophil migration, function",en_3737,None,None,Neutrophil migration (Usagi match score=1),1
3738,C0312861,Neutrophil chemotaxis,en_3738,isa Chemotaxis,None,Neutrophil chemotaxis (Usagi match score=1),1
3739,C0314604,Human gene,en_3739,None,None,Human gene (Usagi match score=1),1
3740,C0314611,Gene type,en_3740,None,None,Gene type (Usagi match score=1),1
3741,C0314732,Infectious agent,en_3741,None,None,Infectious disease carrier (Usagi match score=0.720282793),0.720282793
3742,C0318467,Human rhinovirus,en_3742,None,None,Human rhinovirus (Usagi match score=1),1
3743,C0318793,Zika virus,en_3743,None,None,Zika virus (Usagi match score=1),1
3744,C0318798,"Paramyxovirus, NOS",en_3744,None,None,Family Orthomyxoviridae (Usagi match score=0.808182299),0.808182299
3745,C0320105,Madurella mycetomatis,en_3745,None,None,Madurella mycetomatis (Usagi match score=1),1
3746,C0331858,Matrix,en_3746,None,None,MATRix (Usagi match score=1),1
3747,C0332149,Possible,en_3747,None,None,Possible (Usagi match score=1),1
3748,C0332167,High risk of,en_3748,None,None,High risk of (Usagi match score=1),1
3749,C0332448,Infiltration,en_3749,None,None,Infiltration (Usagi match score=1),1
3750,C0332461,Plaque (lesion),en_3750,None,None,Plaque (Usagi match score=0.622519493),0.622519493
3751,C0332482,Abnormal shape,en_3751,None,None,Abnormal shape (Usagi match score=1),1
3752,C0332534,Induration,en_3752,None,None,Induration (Usagi match score=1),1
3753,C0332575,Redness,en_3753,None,None,Redness (Usagi match score=1),1
3754,C0332679,Crushing injury (morphology),en_3754,None,None,Crushing injury (morphology) (Usagi match score=1),1
3755,C0332875,Congenital webbing,en_3755,None,None,Congenital webbing (Usagi match score=1),1
3756,C0333047,Recession,en_3756,None,None,Recession (Usagi match score=1),1
3757,C0333124,Impaction,en_3757,None,None,Impaction (Usagi match score=1),1
3758,C0333257,Air leakage,en_3758,None,None,Air leakage (Usagi match score=1),1
3759,C0333262,Vesicle,en_3759,None,None,Vesicle (Usagi match score=1),1
3760,C0333276,Acute hemorrhage,en_3760,None,None,Acute hemorrhage (Usagi match score=1),1
3761,C0333279,Massive hemorrhage,en_3761,isa Hemorrhage,None,Massive hemorrhage (Usagi match score=1),1
3762,C0333355,Mucositis,en_3762,None,None,Inflammatory disease of mucous membrane (Usagi match score=1),1
3763,C0333361,Acute inflammation,en_3763,None,None,Acute inflammation (Usagi match score=1),1
3764,C0333463,Senile Plaques,en_3764,None,None,Senile plaque (Usagi match score=0.938657045),0.938657045
3765,C0333467,Cytopathic effect,en_3765,Cytopathic effect isa(infered) Viral Pathogenesis isa Pathogenesis,None,Cytopathic effect (Usagi match score=1),1
3766,C0333471,Collagenolysis,en_3766,isa Lysis,None,Collagenolysis (Usagi match score=1),1
3767,C0333532,Putrefaction,en_3767,None,None,Putrefaction (Usagi match score=1),1
3768,C0333563,Hyaline membrane,en_3768,None,None,Hyaline membrane (Usagi match score=1),1
3769,C0333565,Fibrin deposition,en_3769,None,None,Fibrin deposition (Usagi match score=1),1
3770,C0333641,Atrophic,en_3770,None,None,Atrophy (Usagi match score=1),1
3771,C0333644,Acute atrophy,en_3771,None,None,Acute atrophy (Usagi match score=1),1
3772,C0333785,Virus-like particles,en_3772,None,None,Virus-like particles (Usagi match score=1),1
3773,C0334133,Chronic fibrosis,en_3773,None,None,Chronic fibrosis (Usagi match score=1),1
3774,C0334227,"Tumor cells, malignant",en_3774,None,None,"Tumor cells, malignant (Usagi match score=1)",1
3775,C0334276,Adenocarcinoma in situ,en_3775,None,None,Adenocarcinoma in situ (Usagi match score=1),1
3776,C0334296,[M]Solid carcinoma NOS,en_3776,None,None,Solid carcinoma (Usagi match score=0.437609136),0.437609136
3777,C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",en_3777,None,None,"Malignant lymphoma, small lymphocytic (Usagi match score=0.846388459)",0.846388459
3778,C0334897,Obstetrician,en_3778,None,None,Obstetrical (Usagi match score=0.817726493),0.817726493
3779,C0334910,Anesthesiologist,en_3779,None,None,Dentist Anesthesiologist (Usagi match score=0.888243139),0.888243139
3780,C0334948,Physiotherapist,en_3780,None,None,Seen by physiotherapist (Usagi match score=0.814304948),0.814304948
3781,C0334970,Economist,en_3781,None,None,Economist (Usagi match score=1),1
3782,C0335038,Reporter,en_3782,isa Research Personnel,None,Reporter (Usagi match score=1),1
3783,C0335083,Actor,en_3783,None,None,Actor (Usagi match score=1),1
3784,C0335141,manager,en_3784,None,None,Manager (Usagi match score=1),1
3785,C0335326,Cooking,en_3785,None,None,Cooking (Usagi match score=1),1
3786,C0335415,Livestock farmer,en_3786,None,None,Livestock farmer (Usagi match score=1),1
3787,C0336630,Endotracheal tube,en_3787,None,None,Endotracheal tube (Usagi match score=1),1
3788,C0336648,Alarm device,en_3788,None,None,Alarm (Usagi match score=0.51592195),0.51592195
3789,C0337023,Hot water,en_3789,isa Water,None,Hot water (Usagi match score=1),1
3790,C0337026,Blast,en_3790,None,None,Blast (Usagi match score=1),1
3791,C0337037,Electric field,en_3791,None,None,Electric field (Usagi match score=1),1
3792,C0337050,Rivers,en_3792,None,None,River (Usagi match score=0.834262609),0.834262609
3793,C0337664,Smoker,en_3793,None,None,Smoker (Usagi match score=1),1
3794,C0337671,Former smoker,en_3794,None,None,Former smoker (Usagi match score=1),1
3795,C0337672,Non-smoker,en_3795,None,None,Non-smoker (Usagi match score=1),1
3796,C0337676,Social drinker,en_3796,None,None,Social drinker (Usagi match score=1),1
3797,C0337795,Austrians,en_3797,isa Ethnic group,None,Austria (Usagi match score=0.866624236),0.866624236
3798,C0337805,German population,en_3798,None,None,Population (Usagi match score=0.757339895),0.757339895
3799,C0337810,Italians,en_3799,isa Ethnic group,None,White Specific: Italian (Usagi match score=0.895315707),0.895315707
3800,C0337812,Norwegians,en_3800,None,None,White Specific: Norwegian (Usagi match score=0.977513433),0.977513433
3801,C0338067,DISEASES/DIAGNOSES,en_3801,None,None,Active disease diagnosis (Usagi match score=0.487149119),0.487149119
3802,C0338237,Antibiotic therapy,en_3802,None,None,Antibiotic therapy (Usagi match score=1),1
3803,C0338451,Frontotemporal dementia,en_3803,None,None,Frontotemporal dementia (Usagi match score=1),1
3804,C0338656,Impaired cognition,en_3804,None,None,Impaired cognition (Usagi match score=1),1
3805,C0338831,Manic,en_3805,None,None,Mania (Usagi match score=1),1
3806,C0338908,Mixed anxiety and depressive disorder,en_3806,None,None,Mixed anxiety and depressive disorder (Usagi match score=1),1
3807,C0339640,Dissociated vertical deviation,en_3807,None,None,Dissociated vertical deviation (Usagi match score=1),1
3808,C0339897,Transjugular intrahepatic portosystemic shunt procedure,en_3808,None,None,Transjugular intrahepatic portosystemic shunt (Usagi match score=0.961440563),0.961440563
3809,C0339901,Acute respiratory infection NOS,en_3809,None,None,Acute respiratory infections (Usagi match score=0.924464643),0.924464643
3810,C0339916,Viral upper respiratory tract infection,en_3810,None,None,Viral upper respiratory tract infection (Usagi match score=1),1
3811,C0339952,Secondary bacterial pneumonia,en_3811,isa INFECTIOUS PROCESS,None,Secondary bacterial pneumonia (Usagi match score=1),1
3812,C0340194,Respiratory failure without hypercapnia,en_3812,None,None,Respiratory failure without hypercapnia (Usagi match score=1),1
3813,C0340238,Infectious disorder of bronchus,en_3813,None,None,Infectious disorder of bronchus (Usagi match score=1),1
3814,C0340257,Ventilator-associated lung injury,en_3814,None,None,Ventilator-associated lung injury (Usagi match score=1),1
3815,C0340274,Hypertension induced by pregnancy,en_3815,None,None,Pregnancy-induced hypertension (Usagi match score=1),1
3816,C0340515,Myocardial dysfunction,en_3816,None,None,Myocardial dysfunction (Usagi match score=1),1
3817,C0340546,Thromboembolic pulmonary hypertension,en_3817,None,None,Chronic thromboembolic pulmonary hypertension (Usagi match score=1),1
3818,C0340565,Lower limb ischemia,en_3818,None,None,Lower limb ischemia (Usagi match score=1),1
3819,C0340643,Dissection of aorta,en_3819,None,None,Dissection of aorta (Usagi match score=1),1
3820,C0340647,Distal aortic dissection,en_3820,None,None,Dissection of distal aorta (Usagi match score=0.80973947),0.80973947
3821,C0340708,Deep vein thrombosis of lower limb,en_3821,None,None,Deep venous thrombosis of lower extremity (Usagi match score=1),1
3822,C0340978,May-Hegglin anomaly,en_3822,None,None,May-Hegglin anomaly (Usagi match score=1),1
3823,C0341439,Chronic liver disease NOS,en_3823,None,None,Chronic liver disease (Usagi match score=0.91355598),0.91355598
3824,C0341628,Writer,en_3824,None,None,Writer (Usagi match score=1),1
3825,C0341697,Renal impairment,en_3825,None,None,Renal impairment (Usagi match score=1),1
3826,C0341858,Endometriosis of uterus,en_3826,None,None,Endometriosis of uterus (Usagi match score=1),1
3827,C0342649,Vascular calcification,en_3827,None,None,Vascular calcification (Usagi match score=1),1
3828,C0342953,Organ dysfunction syndrome,en_3828,None,None,Organ dysfunction syndrome (Usagi match score=1),1
3829,C0342968,Impaired oxygen delivery,en_3829,None,None,Impaired oxygen delivery (Usagi match score=1),1
3830,C0343026,Nail infection NOS,en_3830,None,None,Infection of nail (Usagi match score=0.725860715),0.725860715
3831,C0343084,Capillary Leak Syndrome,en_3831,None,None,Capillary leak syndrome (Usagi match score=1),1
3832,C0343101,Eosinophilic cellulitis,en_3832,None,None,Eosinophilic cellulitis (Usagi match score=1),1
